Pos,ID,Name,BV,SV,Team,1_xMins,2_xMins,3_xMins,4_xMins,5_xMins,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,1_Pts,2_Pts,3_Pts,4_Pts,5_Pts,6_Pts,7_Pts,8_Pts,9_Pts,10_Pts,11_Pts,12_Pts
G,1,Raya,5.5,5.5,Arsenal,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.54,4.56,3.03,4.51,3.37,3.53,4.29,4.18,4.44,4.49,4.41,3.99
G,2,Arrizabalaga,4.5,4.5,Arsenal,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.05,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05
G,3,Hein,4.0,4.0,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,4,Setford,4.0,4.0,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,6.0,6.0,Arsenal,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,3.87,5.09,3.26,4.82,3.69,3.72,4.96,4.31,4.73,5.04,5.04,4.60
D,6,Saliba,6.0,6.0,Arsenal,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,3.63,4.75,3.14,4.53,3.51,3.52,4.71,4.24,4.49,4.85,4.75,4.31
D,7,Calafiori,5.5,5.5,Arsenal,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,25.65,1.03,1.23,0.89,1.19,1.00,1.00,1.23,1.10,1.16,1.24,1.23,1.16
D,8,J.Timber,5.5,5.5,Arsenal,48.30,48.30,48.30,48.30,48.30,48.30,48.30,48.30,48.30,48.30,48.30,48.30,1.95,2.54,1.56,2.45,1.84,1.90,2.52,2.16,2.41,2.58,2.56,2.28
D,9,Kiwior,5.5,5.5,Arsenal,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,0.35,0.41,0.34,0.39,0.35,0.35,0.41,0.38,0.39,0.41,0.40,0.39
D,10,Lewis-Skelly,5.5,5.5,Arsenal,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,2.82,3.72,2.18,3.55,2.64,2.75,3.72,3.13,3.46,3.76,3.72,3.30
D,11,White,5.5,5.5,Arsenal,42.45,42.45,42.45,42.45,42.45,42.45,42.45,42.45,42.45,42.45,42.45,42.45,1.79,2.33,1.49,2.19,1.70,1.75,2.30,1.97,2.19,2.33,2.35,2.09
D,12,Zinchenko,5.0,5.0,Arsenal,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,0.43,0.51,0.38,0.49,0.42,0.42,0.50,0.45,0.48,0.50,0.50,0.47
D,13,Clarke,4.0,4.0,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,14,Kacurri,4.0,4.0,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,4.0,4.0,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,10.0,10.0,Arsenal,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,5.10,6.48,4.52,5.89,5.10,4.84,6.37,5.14,5.89,6.11,6.47,6.08
M,17,Ødegaard,8.0,8.0,Arsenal,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,4.12,5.13,3.72,4.69,4.13,4.01,5.09,4.24,4.76,4.94,5.08,4.97
M,18,Madueke,7.0,7.0,Arsenal,27.60,27.60,27.60,27.60,27.60,27.60,27.60,27.60,27.60,27.60,27.60,27.60,1.52,1.87,1.36,1.75,1.51,1.49,1.85,1.55,1.73,1.76,1.86,1.78
M,19,Martinelli,7.0,7.0,Arsenal,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,62.40,3.34,4.11,2.95,3.76,3.36,3.23,4.06,3.42,3.82,3.96,4.13,3.91
M,20,Trossard,7.0,7.0,Arsenal,14.40,14.40,14.40,14.40,14.40,14.40,14.40,14.40,14.40,14.40,14.40,14.40,0.85,1.04,0.76,0.93,0.84,0.82,1.04,0.86,0.96,0.99,1.03,0.98
M,21,Rice,6.5,6.5,Arsenal,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,82.20,3.95,4.52,3.55,4.25,3.80,3.86,4.64,3.99,4.42,4.44,4.60,4.67
M,22,Merino,6.0,6.0,Arsenal,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,25.20,1.28,1.50,1.18,1.37,1.25,1.24,1.48,1.27,1.41,1.42,1.48,1.45
M,23,Fábio Vieira,5.5,5.5,Arsenal,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,0.21,0.26,0.20,0.24,0.22,0.21,0.25,0.22,0.24,0.25,0.25,0.24
M,24,Nørgaard,5.5,5.5,Arsenal,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,8.85,0.35,0.38,0.34,0.36,0.33,0.35,0.39,0.35,0.37,0.37,0.38,0.38
M,25,Nwaneri,5.5,5.5,Arsenal,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,20.55,1.04,1.23,0.95,1.15,1.05,1.01,1.22,1.05,1.15,1.21,1.23,1.17
M,26,Zubimendi,5.5,5.5,Arsenal,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,77.55,3.24,3.52,2.97,3.31,3.01,3.14,3.58,3.23,3.51,3.52,3.60,3.61
M,27,Nelson,5.0,5.0,Arsenal,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,0.09,0.10,0.08,0.09,0.09,0.08,0.10,0.09,0.09,0.10,0.10,0.10
M,28,Kabia,4.5,4.5,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,29,Sambi,4.5,4.5,Arsenal,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
F,30,Havertz,7.5,7.5,Arsenal,33.15,33.15,33.15,33.15,33.15,33.15,33.15,33.15,33.15,33.15,33.15,33.15,1.78,2.15,1.56,1.94,1.80,1.71,2.15,1.78,1.97,2.07,2.15,2.04
F,31,G.Jesus,6.5,6.5,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,32,Martinez,5.0,5.0,Aston Villa,0.00,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,0.00,3.06,3.56,3.18,3.55,3.56,3.91,2.75,2.47,2.16,3.42,3.36
G,33,M.Bizot,4.5,4.5,Aston Villa,89.10,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,3.02,0.04,0.05,0.04,0.05,0.05,0.05,0.04,0.04,0.03,0.04,0.04
G,34,Gauci,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,35,Marschall,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,36,Cash,4.5,4.5,Aston Villa,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,79.20,2.97,2.87,3.40,3.06,3.66,3.46,4.24,2.69,2.36,1.91,3.30,3.20
D,37,Digne,4.5,4.5,Aston Villa,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,44.25,1.99,1.98,2.23,2.02,2.42,2.24,2.73,1.81,1.63,1.34,2.19,2.08
D,38,Konsa,4.5,4.5,Aston Villa,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,85.35,3.01,3.02,3.46,3.22,3.72,3.62,4.29,2.77,2.47,2.13,3.46,3.31
D,39,Maatsen,4.5,4.5,Aston Villa,54.45,54.45,54.45,54.45,54.45,54.45,54.45,54.45,54.45,54.45,54.45,54.45,2.35,2.28,2.60,2.33,2.84,2.66,3.20,2.12,1.90,1.55,2.54,2.42
D,40,Mings,4.5,4.5,Aston Villa,24.15,24.15,24.15,24.15,24.15,24.15,24.15,24.15,24.15,24.15,24.15,24.15,0.96,0.97,1.07,1.00,1.11,1.11,1.27,0.90,0.83,0.76,1.07,1.04
D,41,Pau,4.5,4.5,Aston Villa,72.60,72.60,72.60,72.60,72.60,72.60,72.60,72.60,72.60,72.60,72.60,72.60,2.61,2.63,2.99,2.78,3.16,3.12,3.65,2.42,2.17,1.85,2.98,2.85
D,42,A.García,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,43,Alex Moreno,4.0,4.0,Aston Villa,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,0.23,0.23,0.24,0.22,0.25,0.24,0.27,0.22,0.21,0.20,0.25,0.24
D,44,Bogarde,4.0,4.0,Aston Villa,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,11.10,0.43,0.44,0.47,0.44,0.49,0.48,0.55,0.42,0.38,0.37,0.47,0.46
D,45,Sousa,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,46,Yasin,4.0,4.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,47,Rogers,7.0,7.0,Aston Villa,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,79.95,4.07,4.09,4.20,3.68,4.52,4.19,5.01,3.83,3.61,3.15,4.33,4.04
M,48,Tielemans,6.0,6.0,Aston Villa,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,84.30,4.39,4.30,4.51,4.03,4.85,4.47,5.07,4.30,3.80,3.63,4.65,4.24
M,49,Bailey,5.5,5.5,Aston Villa,42.90,42.90,42.90,42.90,42.90,42.90,42.90,42.90,42.90,42.90,42.90,42.90,2.29,2.24,2.30,2.04,2.50,2.30,2.65,2.10,2.02,1.82,2.39,2.22
M,50,Buendía,5.5,5.5,Aston Villa,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,0.67,0.67,0.69,0.61,0.73,0.69,0.78,0.63,0.61,0.55,0.70,0.67
M,51,Iling Jr,5.5,5.5,Aston Villa,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,6.15,0.30,0.29,0.30,0.28,0.31,0.30,0.33,0.29,0.27,0.26,0.30,0.29
M,52,J.Ramsey,5.5,5.5,Aston Villa,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,30.00,1.49,1.47,1.52,1.36,1.63,1.53,1.72,1.41,1.34,1.24,1.54,1.49
M,53,Malen,5.5,5.5,Aston Villa,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,48.00,2.86,2.81,2.86,2.51,3.09,2.88,3.39,2.64,2.48,2.22,2.94,2.77
M,54,McGinn,5.5,5.5,Aston Villa,43.95,43.95,43.95,43.95,43.95,43.95,43.95,43.95,43.95,43.95,43.95,43.95,1.98,1.91,1.98,1.77,2.12,1.98,2.31,1.81,1.74,1.61,2.01,1.94
M,55,Barkley,5.0,5.0,Aston Villa,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,7.65,0.40,0.39,0.40,0.35,0.42,0.39,0.45,0.37,0.36,0.33,0.41,0.38
M,56,Barrenechea,5.0,5.0,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,57,Dobbin,5.0,5.0,Aston Villa,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03
M,58,Kamara,5.0,5.0,Aston Villa,66.60,66.60,66.60,66.60,66.60,66.60,66.60,66.60,66.60,66.60,66.60,66.60,2.46,2.37,2.51,2.31,2.54,2.44,2.61,2.49,2.17,2.22,2.50,2.35
M,59,Onana,5.0,5.0,Aston Villa,46.95,46.95,46.95,46.95,46.95,46.95,46.95,46.95,46.95,46.95,46.95,46.95,1.97,1.97,2.03,1.83,2.11,1.98,2.21,2.00,1.80,1.73,2.05,1.96
M,60,Broggio,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,61,Dendoncker,4.5,4.5,Aston Villa,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.05,0.05,0.05,0.06,0.05,0.06,0.05,0.05,0.04,0.05,0.05
M,62,Jimoh-Aloba,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,63,Young,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,64,Watkins,9.0,9.0,Aston Villa,79.65,79.65,79.65,79.65,79.65,79.65,79.65,79.65,79.65,79.65,79.65,79.65,4.82,4.76,4.97,4.17,5.27,4.88,5.72,4.48,4.25,3.76,5.08,4.66
F,65,Redmond,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,66,Neto,4.5,4.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,67,Petrović,4.5,4.5,Bournemouth,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,88.20,2.13,3.73,2.81,3.28,2.93,3.42,3.62,3.24,3.58,2.20,2.69,3.51
G,68,Dennis,4.0,4.0,Bournemouth,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.02,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03
G,69,McKenna,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,70,Paulsen,4.0,4.0,Bournemouth,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.02,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03
D,71,Zabarnyi,5.0,5.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,72,Senesi,4.5,4.5,Bournemouth,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,2.43,3.97,3.13,3.70,3.32,3.66,3.93,3.31,3.73,2.35,2.97,3.95
D,73,Smith,4.5,4.5,Bournemouth,61.05,61.05,61.05,61.05,61.05,61.05,61.05,61.05,61.05,61.05,61.05,61.05,1.35,2.60,1.95,2.30,2.16,2.33,2.49,2.06,2.46,1.40,1.90,2.57
D,74,Truffert,4.5,4.5,Bournemouth,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,80.10,2.03,4.06,3.05,3.52,3.32,3.55,3.81,3.15,3.76,2.15,2.91,4.03
D,75,Akinmboni,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,76,Bevan,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,77,Hill,4.0,4.0,Bournemouth,64.20,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,11.85,1.77,0.57,0.49,0.53,0.51,0.52,0.55,0.49,0.54,0.40,0.46,0.57
D,78,J.Araujo,4.0,4.0,Bournemouth,30.75,30.75,30.75,30.75,30.75,30.75,30.75,30.75,30.75,30.75,30.75,30.75,0.85,1.39,1.12,1.27,1.20,1.26,1.35,1.17,1.33,0.85,1.08,1.38
D,79,Mepham,4.0,4.0,Bournemouth,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,4.05,0.15,0.18,0.17,0.18,0.17,0.18,0.19,0.17,0.18,0.15,0.16,0.19
D,80,Soler,4.0,4.0,Bournemouth,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,10.80,0.35,0.48,0.41,0.45,0.44,0.46,0.46,0.42,0.46,0.36,0.41,0.49
M,81,Kluivert,7.0,7.0,Bournemouth,0.00,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,72.30,0.00,4.47,3.87,4.27,4.02,4.12,4.25,3.80,4.27,3.26,3.70,4.67
M,82,Semenyo,7.0,7.0,Bournemouth,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,3.28,4.68,4.11,4.34,4.19,4.26,4.41,3.95,4.39,3.31,3.85,4.83
M,83,O.Dango,6.0,6.0,Bournemouth,32.10,32.10,32.10,32.10,32.10,32.10,32.10,32.10,32.10,32.10,32.10,32.10,1.45,1.98,1.75,1.89,1.81,1.86,1.90,1.74,1.85,1.51,1.71,2.04
M,84,Tavernier,5.5,5.5,Bournemouth,80.25,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,3.00,3.58,3.18,3.45,3.23,3.31,3.38,3.12,3.41,2.68,3.04,3.65
M,85,Adams,5.0,5.0,Bournemouth,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,79.50,2.98,3.33,3.37,3.27,3.21,3.11,3.28,3.22,3.11,2.76,3.04,3.38
M,86,Brooks,5.0,5.0,Bournemouth,49.80,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,1.88,1.73,1.56,1.64,1.58,1.61,1.66,1.49,1.64,1.35,1.49,1.77
M,87,Christie,5.0,5.0,Bournemouth,16.35,16.35,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,12.60,0.68,0.82,0.60,0.59,0.59,0.57,0.60,0.57,0.58,0.50,0.56,0.63
M,88,Cook,5.0,5.0,Bournemouth,0.00,0.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,0.00,0.00,0.65,0.65,0.64,0.62,0.65,0.62,0.63,0.55,0.59,0.67
M,89,Philip,5.0,5.0,Bournemouth,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,0.70,0.84,0.80,0.83,0.80,0.80,0.83,0.77,0.82,0.71,0.77,0.86
M,90,Scott,5.0,5.0,Bournemouth,66.90,66.90,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,64.50,2.78,3.43,3.14,3.18,3.08,3.04,3.15,2.99,3.06,2.58,2.90,3.38
M,91,Sinisterra,5.0,5.0,Bournemouth,20.40,20.40,20.40,20.40,20.40,20.40,20.40,20.40,20.40,20.40,20.40,20.40,0.92,1.22,1.09,1.17,1.11,1.14,1.17,1.08,1.15,0.96,1.05,1.24
M,92,Faivre,4.5,4.5,Bournemouth,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.04,0.05,0.04,0.05,0.04,0.04,0.05,0.04,0.05,0.04,0.04,0.05
M,93,H.Traorè,4.5,4.5,Bournemouth,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,12.30,0.49,0.67,0.59,0.63,0.61,0.63,0.64,0.57,0.64,0.51,0.57,0.69
M,94,Sadi,4.5,4.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,95,Silcott-Duberry,4.5,4.5,Bournemouth,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
M,96,Winterburn,4.5,4.5,Bournemouth,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,0.08,0.10,0.10,0.10,0.10,0.10,0.10,0.09,0.10,0.08,0.09,0.10
F,97,Evanilson,7.0,7.0,Bournemouth,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,80.70,3.51,4.87,4.10,4.48,4.25,4.34,4.48,3.95,4.39,3.50,3.91,4.82
F,98,Enes Ünal,5.5,5.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,99,Adu-Adjei,4.5,4.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,100,Kroupi.Jr,4.5,4.5,Bournemouth,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,0.11,0.15,0.14,0.15,0.14,0.15,0.15,0.13,0.15,0.12,0.13,0.15
G,101,Kelleher,4.5,4.5,Brentford,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.54,3.37,3.87,3.43,3.56,3.60,2.78,3.45,2.85,3.63,3.23,3.29
G,102,Balcombe,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,103,Cox,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,104,Eyestone,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,105,Valdimarsson,4.0,4.0,Brentford,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.03,0.03
D,106,Collins,5.0,5.0,Brentford,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,88.95,3.38,3.57,4.15,3.17,3.55,3.75,2.81,3.51,3.08,3.40,3.45,3.26
D,107,Lewis-Potter,5.0,5.0,Brentford,72.30,59.55,59.55,59.55,59.55,59.55,59.55,59.55,59.55,59.55,59.55,59.55,3.06,2.79,3.11,2.33,2.44,2.76,2.01,2.65,2.05,2.36,2.46,2.22
D,108,Ajer,4.5,4.5,Brentford,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,23.70,0.83,0.87,0.95,0.80,0.84,0.90,0.75,0.87,0.76,0.82,0.85,0.80
D,109,Henry,4.5,4.5,Brentford,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,67.80,2.43,2.59,3.09,2.22,2.47,2.66,1.96,2.57,2.00,2.41,2.46,2.23
D,110,Kayode,4.5,4.5,Brentford,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,72.15,2.62,2.76,3.26,2.39,2.63,2.84,2.04,2.80,2.09,2.56,2.63,2.39
D,111,Pinnock,4.5,4.5,Brentford,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,15.00,0.64,0.67,0.73,0.62,0.67,0.68,0.60,0.66,0.62,0.65,0.66,0.64
D,112,Roerslev,4.5,4.5,Brentford,22.35,22.35,22.35,22.35,22.35,22.35,22.35,22.35,22.35,22.35,22.35,22.35,0.78,0.81,0.86,0.75,0.79,0.82,0.72,0.79,0.72,0.78,0.78,0.76
D,113,Van den Berg,4.5,4.5,Brentford,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,79.35,2.81,2.95,3.43,2.65,2.99,3.13,2.38,2.99,2.63,2.81,2.93,2.70
D,114,Arthur,4.0,4.0,Brentford,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
D,115,Fredrick,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
